juris_id,ecozone,canfi_genus,a,b,c,k,volmin
MB,10,10,0.7095459501,-0.1020137040,74.9999999900,-0.0001000100,26.0000000000
MB,10,11,0.8009816481,-0.0322716990,5.7752365505,-0.0000000100,13.0000000000
MB,10,12,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,71,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,10,72,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,10,73,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,10,121,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,122,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,123,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,124,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,125,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,126,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,127,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,128,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,129,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,130,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,131,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,132,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,133,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,134,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,135,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,136,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,137,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,138,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,139,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,140,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,141,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,142,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,143,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,144,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,145,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,146,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,147,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,148,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,149,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,150,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,151,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,152,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,153,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,154,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,10,155,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,1,0.8684221036,-0.0210358380,3.5988626446,-0.0100425870,20.0000000000
MB,15,2,0.9383320028,-0.0271684670,8.6766479965,-0.0001000100,26.5000000000
MB,15,3,0.8676967281,-0.0256354200,4.9782991449,-0.0226153240,28.0000000000
MB,15,6,0.7307764340,-0.0290429770,9.6398095675,-0.0001000100,29.0000000000
MB,15,7,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,15,9,1.0999999900,-0.0088986380,1.9514321513,-0.0001000100,8.0000000000
MB,15,10,0.7095459501,-0.1020137040,74.9999999900,-0.0001000100,26.0000000000
MB,15,11,0.8009816481,-0.0322716990,5.7752365505,-0.0000000100,13.0000000000
MB,15,12,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,71,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,15,72,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,15,73,1.0999999900,-0.0540927480,74.9999999900,-0.4033191630,80.0000000000
MB,15,121,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,122,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,123,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,124,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,125,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,126,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,127,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,128,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,129,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,130,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,131,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,132,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,133,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,134,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,135,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,136,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,137,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,138,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,139,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,140,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,141,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,142,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,143,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,144,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,145,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,146,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,147,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,148,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,149,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,150,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,151,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,152,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,153,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,154,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
MB,15,155,0.8572270625,-0.0171035760,1.7178276120,-0.0228574750,9.5000000000
NB,7,1,0.9594678345,-0.0195136960,5.2269892921,-0.0010000100,24.8500000000
NB,7,2,0.9353438241,-0.0233029420,2.7914469785,-0.0227588320,15.2000000000
NB,7,3,0.9614897426,-0.0227111830,11.8503189480,-0.0010000100,46.4500000000
NB,7,4,1.0338041628,-0.0126513660,0.7861984223,-0.1227213200,6.0500000000
NB,7,6,2.2859517251,-0.0310493080,5.7951010110,-1.3877362270,80.8000000000
NB,7,7,0.9045573587,-0.0264178900,6.2914729227,-0.0010000100,22.9500000000
NB,7,8,0.9045573587,-0.0264178900,6.2914729227,-0.0010000100,22.9500000000
NB,7,9,0.8973323200,-0.0309704490,12.3766914740,-0.0014319220,36.3000000000
NB,7,10,0.9198600898,-0.0411019190,89.5218515430,-0.0010000100,70.5500000000
NB,7,11,0.8896630104,-0.0543870670,80.5065008240,-0.0010000100,51.5500000000
NB,7,12,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,71,0.9045573587,-0.0264178900,6.2914729227,-0.0010000100,22.9500000000
NB,7,72,0.9045573587,-0.0264178900,6.2914729227,-0.0010000100,22.9500000000
NB,7,73,0.9045573587,-0.0264178900,6.2914729227,-0.0010000100,22.9500000000
NB,7,121,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,122,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,123,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,124,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,125,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,126,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,127,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,128,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,129,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,130,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,131,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,132,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,133,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,134,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,135,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,136,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,137,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,138,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,139,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,140,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,141,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,142,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,143,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,144,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,145,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,146,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,147,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,148,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,149,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,150,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,151,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,152,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,153,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,154,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NB,7,155,0.8542669492,-0.0580627770,32.9279286900,-0.0015269210,34.3500000000
NL,1,1,0.8687409255,-0.0242403290,1.0616740797,-0.0728138120,5.0000000000
NL,1,2,0.9127327731,-0.0178590170,1.6848740978,-0.0010000100,3.5000000000
NL,1,3,0.9359644220,-0.0147573310,1.4918282783,-0.0503392630,12.0000000000
NL,1,4,1.5421994155,-0.0126116890,0.5104521601,-0.6179084830,15.0000000000
NL,1,6,0.8818864587,-0.0148963210,1.4505169390,-0.0010000100,3.0000000000
NL,1,7,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,1,9,0.9367664464,-0.0144869270,1.5114493263,-0.0010000100,3.0000000000
NL,1,10,1.0864577362,-0.0118781740,0.7683431700,-0.1374260500,6.5000000000
NL,1,11,0.9148694251,-0.0143181180,0.8196533989,-0.0010000100,
NL,1,12,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,71,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,1,72,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,1,73,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,1,121,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,122,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,123,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,124,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,125,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,126,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,127,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,128,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,129,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,130,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,131,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,132,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,133,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,134,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,135,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,136,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,137,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,138,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,139,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,140,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,141,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,142,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,143,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,144,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,145,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,146,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,147,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,148,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,149,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,150,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,151,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,152,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,153,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,154,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,1,155,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,1,0.8687409255,-0.0242403290,1.0616740797,-0.0728138120,5.0000000000
NL,2,2,0.9127327731,-0.0178590170,1.6848740978,-0.0010000100,3.5000000000
NL,2,3,0.9359644220,-0.0147573310,1.4918282783,-0.0503392630,12.0000000000
NL,2,4,1.5421994155,-0.0126116890,0.5104521601,-0.6179084830,15.0000000000
NL,2,6,0.8818864587,-0.0148963210,1.4505169390,-0.0010000100,3.0000000000
NL,2,7,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,2,9,0.9367664464,-0.0144869270,1.5114493263,-0.0010000100,3.0000000000
NL,2,10,1.0864577362,-0.0118781740,0.7683431700,-0.1374260500,6.5000000000
NL,2,11,0.9148694251,-0.0143181180,0.8196533989,-0.0010000100,
NL,2,12,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,71,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,2,72,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,2,73,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,2,121,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,122,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,123,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,124,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,125,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,126,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,127,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,128,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,129,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,130,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,131,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,132,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,133,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,134,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,135,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,136,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,137,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,138,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,139,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,140,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,141,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,142,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,143,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,144,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,145,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,146,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,147,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,148,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,149,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,150,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,151,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,152,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,153,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,154,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,2,155,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,1,0.8687409255,-0.0242403290,1.0616740797,-0.0728138120,5.0000000000
NL,3,2,0.9127327731,-0.0178590170,1.6848740978,-0.0010000100,3.5000000000
NL,3,3,0.9359644220,-0.0147573310,1.4918282783,-0.0503392630,12.0000000000
NL,3,4,1.5421994155,-0.0126116890,0.5104521601,-0.6179084830,15.0000000000
NL,3,6,0.8818864587,-0.0148963210,1.4505169390,-0.0010000100,3.0000000000
NL,3,7,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,3,9,0.9367664464,-0.0144869270,1.5114493263,-0.0010000100,3.0000000000
NL,3,10,1.0864577362,-0.0118781740,0.7683431700,-0.1374260500,6.5000000000
NL,3,11,0.9148694251,-0.0143181180,0.8196533989,-0.0010000100,
NL,3,12,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,71,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,3,72,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,3,73,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,3,121,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,122,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,123,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,124,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,125,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,126,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,127,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,128,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,129,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,130,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,131,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,132,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,133,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,134,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,135,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,136,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,137,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,138,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,139,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,140,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,141,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,142,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,143,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,144,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,145,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,146,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,147,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,148,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,149,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,150,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,151,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,152,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,153,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,154,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,3,155,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,10.0000000000
NL,5,1,1.1999999900,-0.0226207350,0.5808865151,-0.3157945670,4.9500000000
NL,5,2,0.9127327731,-0.0178590170,1.6848740978,-0.0010000100,3.6500000000
NL,5,3,0.8548663596,-0.0737446840,5.0311862962,-0.0010000100,6.5000000000
NL,5,4,1.5421994155,-0.0126116890,0.5104521601,-0.6179084830,14.9500000000
NL,5,6,0.8818864587,-0.0148963210,1.4505169390,-0.0010000100,3.0000000000
NL,5,7,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,5,8,1.1999999900,-0.0226207350,0.5808865151,-0.3157945670,4.9500000000
NL,5,9,0.9367664464,-0.0144869270,1.5114493263,-0.0010000100,3.3000000000
NL,5,10,1.0864577362,-0.0118781740,0.7683431700,-0.1374260500,6.5500000000
NL,5,11,0.9148694251,-0.0143181180,0.8196533989,-0.0010000100,0.4000000000
NL,5,12,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,71,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,5,72,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,5,73,0.9253074040,-0.0137577910,0.8179576936,-0.0172280590,1.0000000000
NL,5,121,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,122,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,123,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,124,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,125,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,126,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,127,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,128,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,129,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,130,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,131,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,132,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,133,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,134,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,135,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,136,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,137,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,138,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,139,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,140,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,141,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
NL,5,142,0.9148014695,-0.0189013040,2.7306686686,-0.0010000100,9.9000000000
