juris_id,ecozone,canfi_species,genus,species,variety,vol_min,vol_max,p_sw_low,p_sb_low,p_br_low,p_fl_low,p_sw_high,p_sb_high,p_br_high,p_fl_high
BC,14,1150,UNKN,SPP,,0.1897941541,2571.7093279000,0.5092288611,0.1023975436,0.2060421184,0.1823314769,0.7127139278,0.1439974441,0.1211614351,0.0221271930
BC,14,1200,POPU,SPP,,0.4783059466,650.5206809000,0.6429959685,0.1564989970,0.1297463410,0.0707586935,0.7664796629,0.1243449943,0.0839999550,0.0251753877
BC,14,1201,POPU,TRE,,0.4783059466,650.5206809000,0.6429959685,0.1564989970,0.1297463410,0.0707586935,0.7664796629,0.1243449943,0.0839999550,0.0251753877
BC,14,1203,POPU,BAL,,57.6410352140,1197.3464506000,0.6416770350,0.1386735767,0.1589606772,0.0606887111,0.7445395614,0.0812798146,0.1619377269,0.0122428970
BC,14,1203,POPU,BAL,BAL,57.6410352140,1197.3464506000,0.6416770350,0.1386735767,0.1589606772,0.0606887111,0.7445395614,0.0812798146,0.1619377269,0.0122428970
BC,14,1204,POPU,TRI,,57.6410352140,1197.3464506000,0.6416770350,0.1386735767,0.1589606772,0.0606887111,0.7445395614,0.0812798146,0.1619377269,0.0122428970
BC,14,1300,BETU,SPP,,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1303,BETU,PAP,PAP,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1303,BETU,PAP,,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1305,BETU,ALA,,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1305,BETU,NEO,,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1308,BETU,PAP,NEO,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1314,BETU,OCC,,0.7875000000,553.2124869100,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1400,ACER,SPP,,49.4228605970,1286.0246106000,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,1403,ACER,MAC,,49.4228605970,1286.0246106000,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,1420,ACER,CIR,,49.4228605970,1286.0246106000,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,1500,GENH,SPP,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,1800,ALNU,SPP,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,1802,ALNU,RUB,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,2100,QUER,SPP,,49.4228605970,1286.0246106000,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,2803,PRUN,EMA,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,3500,SALI,SPP,,3.4102282844,187.5057309700,0.6519375056,0.1570010113,0.1166431046,0.0744183785,0.6947197468,0.1288055722,0.1143429254,0.0621317555
BC,14,3930,MALU,COR,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,3930,MALU,FUS,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,3930,MALU,SPP,,5.8079031274,1074.6115577000,0.5113085110,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
MB,3,101,PICE,MAR,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,3,105,PICE,GLA,,0.9579603249,529.1941836800,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,3,203,PINU,BAN,,0.1650410436,382.5758458200,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,3,602,LARI,LAR,,2.8710377427,450.3966828100,0.6282439613,0.0825433507,0.1451895540,0.1440231340,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,3,1100,GENC,SPP,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,3,1200,POPU,SPP,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1201,POPU,TRE,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1203,POPU,BAL,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1203,POPU,BAL,BAL,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1206,POPU,GRA,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1308,BETU,PAP,NEO,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,5,101,PICE,MAR,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,5,105,PICE,GLA,,0.9579603249,529.1941836800,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,5,203,PINU,BAN,,0.1650410436,382.5758458200,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,5,302,ABIE,BAL,,1.5188872089,329.1102788700,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,5,602,LARI,LAR,,2.8710377427,450.3966828100,0.6282439613,0.0825433507,0.1451895540,0.1440231340,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,5,1100,GENC,SPP,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,5,1200,POPU,SPP,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1201,POPU,TRE,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1203,POPU,BAL,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1203,POPU,BAL,BAL,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1206,POPU,GRA,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1303,BETU,PAP,,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,5,1303,BETU,PAP,PAP,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,5,1308,BETU,PAP,NEO,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,6,101,PICE,MAR,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,6,105,PICE,GLA,,0.9579603249,529.1941836800,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,6,203,PINU,BAN,,0.1650410436,382.5758458200,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,6,209,PINU,RES,,1.0306538141,386.3632910000,0.3390034237,0.0686558959,0.2210375172,0.3713031633,0.7555888824,0.0712999365,0.0902059136,0.0829052676
MB,6,211,PINU,SYL,,39.0174957430,295.0039590000,0.6746285251,0.0722003699,0.1618030328,0.0913680722,0.7959696803,0.0648269487,0.0914869676,0.0477164034
MB,6,302,ABIE,BAL,,1.5188872089,329.1102788700,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,6,602,LARI,LAR,,2.8710377427,450.3966828100,0.6282439613,0.0825433507,0.1451895540,0.1440231340,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,6,701,THUJ,OCC,,16.2186739440,499.7392608400,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.1430362040,0.1134050540
MB,6,801,JUNI,VIR,,16.2186739440,499.7392608400,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.1430362040,0.1134050540
MB,6,1100,GENC,SPP,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,6,1200,POPU,SPP,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1201,POPU,TRE,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1203,POPU,BAL,,1.7985648676,256.3907526700,0.6045886137,0.1684129260,0.1708614636,0.0561369968,0.7165312169,0.1191676281,0.1377689602,0.0265321947
MB,6,1203,POPU,BAL,BAL,1.7985648676,256.3907526700,0.6045886137,0.1684129260,0.1708614636,0.0561369968,0.7165312169,0.1191676281,0.1377689602,0.0265321947
MB,6,1205,POPU,DEL,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1205,POPU,DEL,DEL,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1206,POPU,GRA,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1303,BETU,PAP,,0.3636748411,289.6666504400,0.5733952892,0.1038819248,0.1945059253,0.1282168607,0.6934599092,0.1123564076,0.1487720730,0.0454116102
MB,6,1303,BETU,PAP,PAP,0.3636748411,289.6666504400,0.5733952892,0.1038819248,0.1945059253,0.1282168607,0.6934599092,0.1123564076,0.1487720730,0.0454116102
MB,6,1308,BETU,PAP,NEO,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,6,1404,ACER,NEG,,0.4400000000,509.0900000000,0.6643514013,0.1024030130,0.1604421511,0.0728034346,0.6792775126,0.0730728998,0.2337535580,0.0138960297
MB,6,1500,GENH,SPP,,0.2800000000,496.3300000100,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,6,2104,QUER,MAC,,8.8000000000,377.2000000000,0.6841454444,0.1337405452,0.1259865315,0.0561274790,0.6684558523,0.0841824962,0.2213833597,0.0259782919
MB,6,2201,ULMU,AME,,4.4900000025,136.2300000000,0.6901559284,0.0955488788,0.1663771146,0.0479180782,0.7028262550,0.1002857383,0.1629685608,0.0339194458
MB,6,3400,FRAX,SPP,,2.1750417577,381.6842482100,0.6375095406,0.1668391047,0.1486571535,0.0469942013,0.7809654545,0.1059786233,0.0963719360,0.0166839862
MB,6,3401,FRAX,AME,,11.3100000000,296.2100000000,0.6948301553,0.1080640042,0.1571381323,0.0399677082,0.6788436432,0.0884578182,0.2119073422,0.0207911964
MB,6,3402,FRAX,NIG,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3403,FRAX,PEN,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3405,FRAX,PEN,SUB,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3405,FRAX,PEN,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3500,SALI,SPP,,0.3500000000,121.3900000000,0.6531330064,0.1602803703,0.1293180586,0.0572685647,0.6938176942,0.1449959396,0.1236591789,0.0375271872
MB,7,3500,SALI,SPP,,1.0500000000,56.8700000000,0.6407344344,0.1464168014,0.1494378333,0.0634109310,0.6672400725,0.1116253952,0.1604547863,0.0606797459
MB,8,3400,FRAX,SPP,,6.8100000000,203.3700000000,0.6839009655,0.1105685824,0.1589134213,0.0466170308,0.7086367047,0.1005607379,0.1596982965,0.0311042608
MB,8,3401,FRAX,AME,,16.6999999980,266.6500000000,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.1698507260,0.0285911683
MB,8,3402,FRAX,NIG,,6.8100000000,203.3700000000,0.6839009655,0.1105685824,0.1589134213,0.0466170308,0.7086367047,0.1005607379,0.1596982965,0.0311042608
MB,8,3403,FRAX,PEN,,16.6999999980,266.6500000000,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.1698507260,0.0285911683
MB,8,3405,FRAX,PEN,SUB,16.6999999980,266.6500000000,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.1698507260,0.0285911683
MB,8,3405,FRAX,PEN,,16.6999999980,266.6500000000,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.1698507260,0.0285911683
MB,8,3500,SALI,SPP,,2.6700000000,153.5700000000,0.6963249122,0.1646798839,0.0951528117,0.0438423922,0.6796767740,0.1048335562,0.1857860055,0.0297036642
MB,9,101,PICE,MAR,,0.5875360528,427.2806561200,0.4335479055,0.1106018429,0.1802142436,0.2756360081,0.7589007052,0.1027693375,0.0816164864,0.0567134709
MB,9,105,PICE,GLA,,1.2889939641,490.3979453400,0.4268572301,0.0793908889,0.2426107309,0.2511411501,0.7373589430,0.1059542947,0.1023198486,0.0543669136
MB,9,203,PINU,BAN,,0.1498626351,331.6596171900,0.4613502455,0.1572266513,0.1583114642,0.2231116390,0.8124301596,0.0849189461,0.0689162385,0.0337346559
MB,9,209,PINU,RES,,1.0306538141,386.3632910000,0.3390034237,0.0686558959,0.2210375172,0.3713031633,0.7555888824,0.0712999365,0.0902059136,0.0829052676
MB,9,302,ABIE,BAL,,3.5386289592,343.5196575900,0.4240561711,0.0685547196,0.2985039694,0.2088851399,0.6692036213,0.1009874243,0.1469539773,0.0828549771
MB,9,602,LARI,LAR,,0.5700000000,481.9857545800,0.4927053842,0.0931360421,0.2788628397,0.1352957340,0.7559849632,0.0826075608,0.1164617937,0.0449456824
MB,9,701,THUJ,OCC,,16.2186739440,499.7392608400,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.1430362040,0.1134050540
MB,9,801,JUNI,VIR,,16.2186739440,499.7392608400,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.1430362040,0.1134050540
MB,9,1100,GENC,SPP,,0.5875360528,427.2806561200,0.4335479055,0.1106018429,0.1802142436,0.2756360081,0.7589007052,0.1027693375,0.0816164864,0.0567134709
MB,9,1200,POPU,SPP,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1201,POPU,TRE,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1203,POPU,BAL,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1203,POPU,BAL,BAL,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1205,POPU,DEL,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1205,POPU,DEL,DEL,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1206,POPU,GRA,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1303,BETU,PAP,,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,9,1303,BETU,PAP,PAP,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,9,1308,BETU,PAP,NEO,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,9,1404,ACER,NEG,,0.4400000000,509.0900000000,0.6643514013,0.1024030130,0.1604421511,0.0728034346,0.6792775126,0.0730728998,0.2337535580,0.0138960297
MB,9,1500,GENH,SPP,,0.2800000000,496.3300000100,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,9,2104,QUER,MAC,,8.8000000000,377.2000000000,0.6841454444,0.1337405452,0.1259865315,0.0561274790,0.6684558523,0.0841824962,0.2213833597,0.0259782919
MB,9,2201,ULMU,AME,,4.4900000025,136.2300000000,0.6901559284,0.0955488788,0.1663771146,0.0479180782,0.7028262550,0.1002857383,0.1629685608,0.0339194458
MB,9,3000,TILI,AME,,5.9100000000,463.3400000000,0.6588444490,0.1421433636,0.1521961559,0.0468160315,0.6932394626,0.1136290785,0.1719731891,0.0211582698
MB,9,3400,FRAX,SPP,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,9,3401,FRAX,AME,,11.3100000000,296.2100000000,0.6948301553,0.1080640042,0.1571381323,0.0399677082,0.6788436432,0.0884578182,0.2119073422,0.0207911964
MB,9,3402,FRAX,NIG,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,9,3403,FRAX,PEN,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,9,3500,SALI,SPP,,0.2800000000,496.3300000100,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,10,101,PICE,MAR,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,10,105,PICE,GLA,,3.0427728432,583.7771711600,0.3424235665,0.0761929068,0.2401166425,0.3412668841,0.7470978732,0.0951032922,0.0867963293,0.0710025053
MB,10,203,PINU,BAN,,0.1498626351,331.6596171900,0.4613502455,0.1572266513,0.1583114642,0.2231116390,0.8124301596,0.0849189461,0.0689162385,0.0337346559
MB,10,209,PINU,RES,,1.0306538141,386.3632910000,0.3390034237,0.0686558959,0.2210375172,0.3713031633,0.7555888824,0.0712999365,0.0902059136,0.0829052676
MB,10,302,ABIE,BAL,,1.5188872089,329.1102788700,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,10,602,LARI,LAR,,2.8710377427,450.3966828100,0.6282439613,0.0825433507,0.1451895540,0.1440231340,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,10,701,THUJ,OCC,,16.2186739440,499.7392608400,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.1430362040,0.1134050540
MB,10,801,JUNI,VIR,,16.2186739440,499.7392608400,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.1430362040,0.1134050540
MB,10,1100,GENC,SPP,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,10,1200,POPU,SPP,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1201,POPU,TRE,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1203,POPU,BAL,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1203,POPU,BAL,BAL,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1205,POPU,DEL,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1205,POPU,DEL,DEL,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1206,POPU,GRA,,0.2481755683,522.7468293600,0.3833453710,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1303,BETU,PAP,,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,10,1303,BETU,PAP,PAP,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,10,1308,BETU,PAP,NEO,15.4030455010,326.5658705000,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.1056281330,0.1830203748,0.0366278330
MB,10,1404,ACER,NEG,,0.4400000000,509.0900000000,0.6643514013,0.1024030130,0.1604421511,0.0728034346,0.6792775126,0.0730728998,0.2337535580,0.0138960297
MB,10,1500,GENH,SPP,,0.2800000000,496.3300000100,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,10,2104,QUER,MAC,,8.8000000000,377.2000000000,0.6841454444,0.1337405452,0.1259865315,0.0561274790,0.6684558523,0.0841824962,0.2213833597,0.0259782919
MB,10,2201,ULMU,AME,,4.4900000025,136.2300000000,0.6901559284,0.0955488788,0.1663771146,0.0479180782,0.7028262550,0.1002857383,0.1629685608,0.0339194458
MB,10,3000,TILI,AME,,5.9100000000,463.3400000000,0.6588444490,0.1421433636,0.1521961559,0.0468160315,0.6932394626,0.1136290785,0.1719731891,0.0211582698
MB,10,3400,FRAX,SPP,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,10,3401,FRAX,AME,,11.3100000000,296.2100000000,0.6948301553,0.1080640042,0.1571381323,0.0399677082,0.6788436432,0.0884578182,0.2119073422,0.0207911964
MB,10,3402,FRAX,NIG,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,10,3403,FRAX,PEN,,2.0800000000,384.3700000000,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,10,3500,SALI,SPP,,0.2800000000,496.3300000100,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,15,101,PICE,MAR,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,15,103,PICE,ABI,,0.9579603249,529.1941836800,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,15,105,PICE,GLA,,0.9579603249,529.1941836800,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,15,203,PINU,BAN,,0.1650410436,382.5758458200,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,15,302,ABIE,BAL,,1.5188872089,329.1102788700,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,15,602,LARI,LAR,,2.8710377427,450.3966828100,0.6282439613,0.0825433507,0.1451895540,0.1440231340,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,15,1100,GENC,SPP,,0.3165080419,393.9858345800,0.5368072804,0.0922863043,0.1387756030,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,15,1200,POPU,SPP,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,15,1201,POPU,TRE,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,15,1203,POPU,BAL,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,15,1203,POPU,BAL,BAL,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,15,1206,POPU,GRA,,0.5801969648,703.9206266200,0.5526225783,0.1343676408,0.1397175060,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
